time	V(pwm)	V(v_triag)	V(vmed)	V(n003)
4.678992845652559e-05	2.959767e-01	3.182601e+00	2.507682e+00	2.361347e+00
4.685264514370947e-05	2.960154e-01	3.171539e+00	2.507698e+00	2.366350e+00
4.691683649627818e-05	2.960061e-01	3.136705e+00	2.507732e+00	2.370443e+00
4.699273094439111e-05	2.960395e-01	3.119480e+00	2.507740e+00	2.374659e+00
4.709273094439112e-05	2.960328e-01	3.071210e+00	2.507737e+00	2.379704e+00
4.719273094439112e-05	2.960680e-01	3.045190e+00	2.507736e+00	2.384480e+00
4.729273094439112e-05	2.960605e-01	2.997089e+00	2.507738e+00	2.389164e+00
4.739273094439112e-05	2.960951e-01	2.970900e+00	2.507736e+00	2.393821e+00
4.749273094439113e-05	2.960877e-01	2.922961e+00	2.507737e+00	2.398471e+00
4.759273094439113e-05	2.961221e-01	2.896652e+00	2.507736e+00	2.403123e+00
4.769273094439113e-05	2.961150e-01	2.848841e+00	2.507737e+00	2.407778e+00
4.779273094439113e-05	2.961491e-01	2.822418e+00	2.507736e+00	2.412437e+00
4.789273094439114e-05	2.961422e-01	2.774741e+00	2.507737e+00	2.417101e+00
4.799273094439114e-05	2.961762e-01	2.748202e+00	2.507736e+00	2.421768e+00
4.809273094439114e-05	2.961695e-01	2.700656e+00	2.507737e+00	2.426440e+00
4.819273094439114e-05	2.962032e-01	2.674003e+00	2.507735e+00	2.431114e+00
4.829273094439115e-05	2.961971e-01	2.626588e+00	2.507737e+00	2.435792e+00
4.839273094439115e-05	2.962305e-01	2.599822e+00	2.507736e+00	2.440475e+00
4.849273094439115e-05	2.962249e-01	2.552536e+00	2.507737e+00	2.445161e+00
4.859273094439115e-05	2.962589e-01	2.525658e+00	2.507736e+00	2.449850e+00
4.869273094439116e-05	2.962553e-01	2.478499e+00	2.507737e+00	2.454541e+00
4.879273094439116e-05	2.962939e-01	2.451509e+00	2.507737e+00	2.459236e+00
4.889273094439116e-05	2.963026e-01	2.404475e+00	2.507737e+00	2.463933e+00
4.899273094439116e-05	2.963718e-01	2.377381e+00	2.507735e+00	2.468630e+00
4.909273094439117e-05	2.964624e-01	2.330473e+00	2.507736e+00	2.473328e+00
4.919273094439117e-05	2.967682e-01	2.303271e+00	2.507733e+00	2.478028e+00
4.920523094439117e-05	2.968272e-01	2.293803e+00	2.507734e+00	2.478616e+00
4.923023094439117e-05	2.970308e-01	2.284436e+00	2.507734e+00	2.479792e+00
4.923648094439117e-05	2.971165e-01	2.282176e+00	2.507734e+00	2.480087e+00
4.924898094439117e-05	2.973675e-01	2.277551e+00	2.507734e+00	2.480677e+00
4.925210594439117e-05	2.974685e-01	2.276393e+00	2.507734e+00	2.480825e+00
4.925835594439116e-05	2.978528e-01	2.274079e+00	2.507734e+00	2.481123e+00
4.925991844439116e-05	2.980803e-01	2.273500e+00	2.507734e+00	2.481199e+00
4.926030906939116e-05	2.981667e-01	2.273356e+00	2.507734e+00	2.481218e+00
4.926109031939116e-05	2.984448e-01	2.273067e+00	2.507734e+00	2.481257e+00
4.926128563189116e-05	2.985611e-01	2.272994e+00	2.507734e+00	2.481267e+00
4.926167625689116e-05	2.990549e-01	2.272850e+00	2.507734e+00	2.481287e+00
4.926177391314116e-05	2.994479e-01	2.272814e+00	2.507734e+00	2.481293e+00
4.926196922564116e-05	3.208396e-01	2.272742e+00	2.507734e+00	2.481329e+00
4.926201805376616e-05	3.375333e-01	2.272725e+00	2.507734e+00	2.481354e+00
4.926211571001616e-05	1.024016e+00	2.272706e+00	2.507736e+00	2.481818e+00
4.926213356163153e-05	1.313810e+00	2.272708e+00	2.507737e+00	2.482043e+00
4.926216926486224e-05	1.969776e+00	2.272718e+00	2.507739e+00	2.482633e+00
4.926224067132367e-05	4.022826e+00	2.272777e+00	2.507747e+00	2.484971e+00
4.926231587473345e-05	4.767142e+00	2.272879e+00	2.507763e+00	2.488586e+00
4.926246628155300e-05	4.776130e+00	2.273042e+00	2.507803e+00	2.495765e+00
4.926276709519211e-05	4.779858e+00	2.273030e+00	2.507882e+00	2.507405e+00
4.926336872247033e-05	4.782681e+00	2.272606e+00	2.507998e+00	2.522824e+00
4.926415942326575e-05	4.786270e+00	2.272187e+00	2.508098e+00	2.533232e+00
4.926547664670844e-05	4.789420e+00	2.271669e+00	2.508224e+00	2.539798e+00
4.926740562557380e-05	4.790745e+00	2.270955e+00	2.508390e+00	2.541603e+00
4.927052678840436e-05	4.790661e+00	2.269811e+00	2.508643e+00	2.541560e+00
4.927595276795281e-05	4.790427e+00	2.267814e+00	2.509039e+00	2.541039e+00
4.928680472704972e-05	4.789525e+00	2.263880e+00	2.509663e+00	2.539287e+00
4.930709212332064e-05	4.787354e+00	2.256717e+00	2.510294e+00	2.534569e+00
4.932716236057054e-05	4.784991e+00	2.249810e+00	2.510370e+00	2.529378e+00
4.935381949895500e-05	4.782454e+00	2.240582e+00	2.509981e+00	2.523019e+00
4.938297523819812e-05	4.780505e+00	2.230115e+00	2.509312e+00	2.517238e+00
4.942773037141446e-05	4.779067e+00	2.213176e+00	2.508413e+00	2.510551e+00
4.949535289363438e-05	4.778467e+00	2.186894e+00	2.507751e+00	2.504377e+00
4.959535289363438e-05	4.778568e+00	2.149006e+00	2.507654e+00	2.501405e+00
4.969535289363438e-05	4.778672e+00	2.112221e+00	2.507715e+00	2.503099e+00
4.979535289363439e-05	4.778970e+00	2.075294e+00	2.507653e+00	2.506808e+00
4.989535289363439e-05	4.779298e+00	2.038150e+00	2.507550e+00	2.511071e+00
4.999535289363439e-05	4.779700e+00	2.001022e+00	2.507383e+00	2.515396e+00
5.009535289363439e-05	4.780012e+00	1.963815e+00	2.507074e+00	2.519599e+00
5.019535289363440e-05	4.780368e+00	1.926397e+00	2.506536e+00	2.523452e+00
5.029535289363440e-05	4.780606e+00	1.888709e+00	2.505660e+00	2.526718e+00
5.039535289363440e-05	4.780841e+00	1.850640e+00	2.504358e+00	2.529111e+00
5.049535289363440e-05	4.780916e+00	1.812202e+00	2.502633e+00	2.530422e+00
5.050785289363440e-05	4.780940e+00	1.807376e+00	2.502389e+00	2.530493e+00
5.055160289363440e-05	4.780952e+00	1.790518e+00	2.501516e+00	2.530638e+00
5.055472789363440e-05	4.780952e+00	1.789315e+00	2.501452e+00	2.530640e+00
5.056097789363440e-05	4.780952e+00	1.786912e+00	2.501325e+00	2.530642e+00
5.056254039363440e-05	4.780952e+00	1.786309e+00	2.501293e+00	2.530641e+00
5.056258922175940e-05	4.780951e+00	1.786291e+00	2.501292e+00	2.530641e+00
5.056268687800940e-05	4.780951e+00	1.786252e+00	2.501290e+00	2.530641e+00
5.056288219050940e-05	4.780479e+00	1.785162e+00	2.501285e+00	2.530641e+00
5.056321488457602e-05	4.767305e+00	1.746479e+00	2.501253e+00	2.530613e+00
5.056324924697484e-05	4.764575e+00	1.738508e+00	2.501246e+00	2.530607e+00
5.056331797177248e-05	4.758540e+00	1.721989e+00	2.501230e+00	2.530592e+00
5.056333515297189e-05	4.757293e+00	1.718133e+00	2.501225e+00	2.530587e+00
5.056336951537070e-05	4.755287e+00	1.711463e+00	2.501215e+00	2.530578e+00
5.056343824016834e-05	4.752816e+00	1.703176e+00	2.501194e+00	2.530559e+00
5.056357568976360e-05	4.751790e+00	1.697355e+00	2.501148e+00	2.530520e+00
5.056385058895414e-05	4.756327e+00	1.696584e+00	2.501062e+00	2.530464e+00
5.056440038733520e-05	4.766344e+00	1.696672e+00	2.500935e+00	2.530427e+00
5.056549998409734e-05	4.772309e+00	1.696273e+00	2.500777e+00	2.530466e+00
5.056769917762160e-05	4.772422e+00	1.696040e+00	2.500515e+00	2.530523e+00
5.057101620707538e-05	4.772635e+00	1.695745e+00	2.500052e+00	2.530513e+00
5.057765026598295e-05	4.772722e+00	1.696496e+00	2.498898e+00	2.530463e+00
5.058736238450632e-05	4.773518e+00	1.699384e+00	2.497141e+00	2.530276e+00
5.060225918636019e-05	4.774544e+00	1.707732e+00	2.495036e+00	2.529630e+00
5.062280397212834e-05	4.776452e+00	1.724463e+00	2.493270e+00	2.528033e+00
5.064803379567297e-05	4.778012e+00	1.749474e+00	2.492314e+00	2.525322e+00
5.068207904471822e-05	4.779583e+00	1.779555e+00	2.492104e+00	2.521448e+00
5.071593690075169e-05	4.779900e+00	1.800937e+00	2.492343e+00	2.518293e+00
5.075427215910756e-05	4.780087e+00	1.817179e+00	2.492616e+00	2.516092e+00
5.079546373825984e-05	4.779749e+00	1.831856e+00	2.492763e+00	2.515198e+00
5.084640830463411e-05	4.779808e+00	1.850095e+00	2.492792e+00	2.515510e+00
5.089325045814705e-05	4.779665e+00	1.868264e+00	2.492766e+00	2.516611e+00
5.097162038065967e-05	4.780047e+00	1.898800e+00	2.492736e+00	2.519255e+00
5.105122037531393e-05	4.780160e+00	1.929879e+00	2.492734e+00	2.522492e+00
5.115122037531394e-05	4.780702e+00	1.968436e+00	2.492738e+00	2.526919e+00
5.125122037531394e-05	4.780913e+00	2.007390e+00	2.492738e+00	2.531529e+00
5.135122037531394e-05	4.781472e+00	2.046036e+00	2.492738e+00	2.536198e+00
5.145122037531394e-05	4.781694e+00	2.084960e+00	2.492738e+00	2.540884e+00
5.155122037531395e-05	4.782253e+00	2.123598e+00	2.492738e+00	2.545575e+00
5.165122037531395e-05	4.782476e+00	2.162531e+00	2.492738e+00	2.550266e+00
5.175122037531395e-05	4.783034e+00	2.201168e+00	2.492738e+00	2.554955e+00
5.185122037531395e-05	4.783258e+00	2.240097e+00	2.492738e+00	2.559641e+00
5.195122037531396e-05	4.783814e+00	2.278737e+00	2.492738e+00	2.564324e+00
5.205122037531396e-05	4.784039e+00	2.317664e+00	2.492738e+00	2.569004e+00
5.215122037531396e-05	4.784594e+00	2.356305e+00	2.492738e+00	2.573680e+00
5.225122037531396e-05	4.784819e+00	2.395230e+00	2.492738e+00	2.578353e+00
5.235122037531397e-05	4.785371e+00	2.433872e+00	2.492738e+00	2.583022e+00
5.245122037531397e-05	4.785597e+00	2.472795e+00	2.492738e+00	2.587687e+00
5.255122037531397e-05	4.786148e+00	2.511439e+00	2.492738e+00	2.592347e+00
5.265122037531397e-05	4.786375e+00	2.550360e+00	2.492738e+00	2.597003e+00
5.275122037531398e-05	4.786923e+00	2.589005e+00	2.492738e+00	2.601654e+00
5.285122037531398e-05	4.787150e+00	2.627924e+00	2.492738e+00	2.606301e+00
5.295122037531398e-05	4.787697e+00	2.666570e+00	2.492738e+00	2.610943e+00
5.305122037531398e-05	4.787925e+00	2.705487e+00	2.492739e+00	2.615581e+00
5.315122037531399e-05	4.788472e+00	2.744135e+00	2.492741e+00	2.620215e+00
5.325122037531399e-05	4.788703e+00	2.783051e+00	2.492744e+00	2.624847e+00
5.335122037531399e-05	4.789249e+00	2.821703e+00	2.492749e+00	2.629477e+00
5.336372037531399e-05	4.789220e+00	2.826617e+00	2.492751e+00	2.630055e+00
5.338872037531399e-05	4.789310e+00	2.836315e+00	2.492753e+00	2.631213e+00
5.338950162531399e-05	4.789311e+00	2.836618e+00	2.492753e+00	2.631249e+00
5.339106412531399e-05	4.789303e+00	2.837224e+00	2.492753e+00	2.631321e+00
5.339145475031399e-05	4.789289e+00	2.837375e+00	2.492753e+00	2.631339e+00
5.339155240656399e-05	4.789283e+00	2.837413e+00	2.492753e+00	2.631344e+00
5.339174771906399e-05	4.789259e+00	2.837489e+00	2.492753e+00	2.631353e+00
5.339179654718899e-05	4.789248e+00	2.837508e+00	2.492753e+00	2.631355e+00
5.339189420343899e-05	4.789211e+00	2.837546e+00	2.492753e+00	2.631359e+00
5.339208951593899e-05	4.788385e+00	2.837621e+00	2.492753e+00	2.631367e+00
5.339213834406399e-05	4.738884e+00	2.837640e+00	2.492753e+00	2.631339e+00
5.339223600031400e-05	3.713756e+00	2.837677e+00	2.492751e+00	2.630663e+00
5.339226041437650e-05	3.293435e+00	2.837687e+00	2.492749e+00	2.630216e+00
5.339230924250150e-05	2.227540e+00	2.837704e+00	2.492745e+00	2.629013e+00
5.339231908699506e-05	1.942938e+00	2.837708e+00	2.492743e+00	2.628674e+00
5.339233877598219e-05	1.317735e+00	2.837715e+00	2.492741e+00	2.627924e+00
5.339234369822897e-05	1.139615e+00	2.837717e+00	2.492740e+00	2.627708e+00
5.339235354272253e-05	7.664412e-01	2.837720e+00	2.492738e+00	2.627254e+00
5.339236092609270e-05	4.661783e-01	2.837723e+00	2.492737e+00	2.626883e+00
5.339236215665440e-05	4.258322e-01	2.837723e+00	2.492736e+00	2.626819e+00
5.339236461777779e-05	3.863401e-01	2.837724e+00	2.492736e+00	2.626689e+00
5.339236954002457e-05	3.568393e-01	2.837725e+00	2.492735e+00	2.626430e+00
5.339237938451813e-05	3.323090e-01	2.837729e+00	2.492733e+00	2.625910e+00
5.339239907350526e-05	3.101268e-01	2.837735e+00	2.492728e+00	2.624881e+00
5.339243845147951e-05	3.001149e-01	2.837749e+00	2.492718e+00	2.622871e+00
5.339251720742802e-05	2.993075e-01	2.837775e+00	2.492693e+00	2.619069e+00
5.339267471932502e-05	2.986406e-01	2.837832e+00	2.492640e+00	2.612274e+00
5.339298974311904e-05	2.980614e-01	2.837953e+00	2.492544e+00	2.601387e+00
5.339361979070707e-05	2.975474e-01	2.838204e+00	2.492418e+00	2.587267e+00
5.339451222095987e-05	2.971124e-01	2.838552e+00	2.492325e+00	2.577603e+00
5.339595640760058e-05	2.967677e-01	2.839106e+00	2.492217e+00	2.572466e+00
5.339815473316726e-05	2.965846e-01	2.839951e+00	2.492066e+00	2.571538e+00
5.340231047259386e-05	2.964926e-01	2.841546e+00	2.491802e+00	2.572203e+00
5.340966777029194e-05	2.964744e-01	2.844350e+00	2.491399e+00	2.573738e+00
5.342438236568810e-05	2.964999e-01	2.849855e+00	2.490839e+00	2.577998e+00
5.344811893972431e-05	2.965619e-01	2.858520e+00	2.490515e+00	2.586200e+00
5.347295241523547e-05	2.966217e-01	2.867527e+00	2.490707e+00	2.594879e+00
5.350554922681093e-05	2.966841e-01	2.879697e+00	2.491302e+00	2.605015e+00
5.354474007360228e-05	2.967299e-01	2.895039e+00	2.492029e+00	2.615160e+00
5.361126820573278e-05	2.967733e-01	2.921898e+00	2.492726e+00	2.628285e+00
5.371126820573278e-05	2.968043e-01	2.961670e+00	2.492930e+00	2.641291e+00
5.381126820573279e-05	2.968284e-01	3.000385e+00	2.492966e+00	2.649340e+00
5.391126820573279e-05	2.968457e-01	3.039196e+00	2.493206e+00	2.655317e+00
5.401126820573279e-05	2.968629e-01	3.078377e+00	2.493642e+00	2.660878e+00
5.411126820573279e-05	2.968788e-01	3.117739e+00	2.494374e+00	2.666745e+00
5.421126820573280e-05	2.968990e-01	3.157411e+00	2.495536e+00	2.673304e+00
5.431126820573280e-05	2.969201e-01	3.197384e+00	2.497177e+00	2.680919e+00
5.432376820573280e-05	2.969237e-01	3.202379e+00	2.497417e+00	2.681964e+00
5.434876820573280e-05	2.969299e-01	3.212317e+00	2.497906e+00	2.684095e+00
5.439876820573280e-05	2.969430e-01	3.231990e+00	2.498932e+00	2.688586e+00
5.440579945573280e-05	2.969449e-01	3.234721e+00	2.499081e+00	2.689241e+00
5.440892445573280e-05	2.969458e-01	3.235948e+00	2.499147e+00	2.689534e+00
5.440902211198280e-05	2.969459e-01	3.235988e+00	2.499149e+00	2.689543e+00
5.440921742448280e-05	2.969460e-01	3.236078e+00	2.499153e+00	2.689561e+00
5.440960804948280e-05	2.969891e-01	3.241923e+00	2.499166e+00	2.689598e+00
5.440965665938909e-05	2.970209e-01	3.245332e+00	2.499169e+00	2.689603e+00
5.440975387920167e-05	2.971025e-01	3.255323e+00	2.499177e+00	2.689613e+00
5.440994831882684e-05	2.973003e-01	3.290055e+00	2.499209e+00	2.689632e+00
5.441017741716434e-05	2.973991e-01	3.318848e+00	2.499264e+00	2.689655e+00
5.441023159709353e-05	2.973889e-01	3.319613e+00	2.499278e+00	2.689661e+00
5.441033995695191e-05	2.973625e-01	3.320102e+00	2.499305e+00	2.689671e+00
5.441055667666866e-05	2.972977e-01	3.318446e+00	2.499355e+00	2.689692e+00
5.441099011610217e-05	2.971974e-01	3.315010e+00	2.499434e+00	2.689733e+00
5.441185699496918e-05	2.971094e-01	3.311985e+00	2.499548e+00	2.689814e+00
5.441359075270321e-05	2.970853e-01	3.311310e+00	2.499733e+00	2.689977e+00
5.441688694315889e-05	2.970910e-01	3.311824e+00	2.500131e+00	2.690294e+00
5.442263205150873e-05	2.970861e-01	3.311580e+00	2.501037e+00	2.690867e+00
5.443200507949588e-05	2.970819e-01	3.310218e+00	2.502671e+00	2.691893e+00
5.444541594311723e-05	2.970669e-01	3.306000e+00	2.504627e+00	2.693631e+00
5.446525900179951e-05	2.970476e-01	3.296920e+00	2.506511e+00	2.696828e+00
5.449364057424254e-05	2.970241e-01	3.279517e+00	2.507785e+00	2.702305e+00
5.452526171546975e-05	2.970162e-01	3.257276e+00	2.508124e+00	2.708758e+00
5.456830671298075e-05	2.970213e-01	3.229091e+00	2.507978e+00	2.716641e+00
5.461465963891852e-05	2.970397e-01	3.206359e+00	2.507753e+00	2.723264e+00
5.466861414853703e-05	2.970581e-01	3.185973e+00	2.507671e+00	2.728864e+00
5.472545032738639e-05	2.970742e-01	3.165935e+00	2.507697e+00	2.733251e+00
5.479089275849104e-05	2.970855e-01	3.141795e+00	2.507733e+00	2.737351e+00
5.486392416580304e-05	2.970979e-01	3.114511e+00	2.507741e+00	2.741329e+00
5.496392416580304e-05	2.971111e-01	3.077296e+00	2.507737e+00	2.746263e+00
5.506392416580305e-05	2.971257e-01	3.040286e+00	2.507736e+00	2.750904e+00
5.516392416580305e-05	2.971379e-01	3.003113e+00	2.507737e+00	2.755436e+00
5.526392416580305e-05	2.971520e-01	2.966060e+00	2.507737e+00	2.759929e+00
5.536392416580305e-05	2.971642e-01	2.928919e+00	2.507737e+00	2.764400e+00
5.546392416580306e-05	2.971782e-01	2.891875e+00	2.507736e+00	2.768858e+00
5.556392416580306e-05	2.971906e-01	2.854737e+00	2.507737e+00	2.773304e+00
5.566392416580306e-05	2.972053e-01	2.817703e+00	2.507736e+00	2.777740e+00
5.576392416580306e-05	2.972195e-01	2.780575e+00	2.507737e+00	2.782166e+00
5.586392416580307e-05	2.972389e-01	2.743548e+00	2.507736e+00	2.786582e+00
5.596392416580307e-05	2.972655e-01	2.706429e+00	2.507737e+00	2.790987e+00
5.606392416580307e-05	2.973167e-01	2.669411e+00	2.507736e+00	2.795380e+00
5.616392416580307e-05	2.974244e-01	2.632302e+00	2.507737e+00	2.799762e+00
5.626392416580307e-05	2.977082e-01	2.595292e+00	2.507737e+00	2.804134e+00
5.627642416580308e-05	2.977772e-01	2.590637e+00	2.507737e+00	2.804680e+00
5.630767416580307e-05	2.980611e-01	2.579057e+00	2.507737e+00	2.806046e+00
5.632017416580307e-05	2.982983e-01	2.574425e+00	2.507737e+00	2.806593e+00
5.632954916580307e-05	2.987145e-01	2.570952e+00	2.507737e+00	2.807006e+00
5.633150229080307e-05	2.989248e-01	2.570228e+00	2.507737e+00	2.807094e+00
5.633228354080307e-05	2.990592e-01	2.569939e+00	2.507737e+00	2.807129e+00
5.633384604080307e-05	2.997740e-01	2.569360e+00	2.507737e+00	2.807203e+00
5.633423666580306e-05	3.152120e-01	2.569216e+00	2.507738e+00	2.807278e+00
5.633433432205307e-05	3.510866e-01	2.569182e+00	2.507738e+00	2.807338e+00
5.633435873611557e-05	3.850018e-01	2.569174e+00	2.507738e+00	2.807363e+00
5.633440756424057e-05	9.074386e-01	2.569163e+00	2.507739e+00	2.807574e+00
5.633450522049057e-05	2.887331e+00	2.569190e+00	2.507745e+00	2.809486e+00
5.633459392926435e-05	4.790691e+00	2.569287e+00	2.507759e+00	2.813222e+00
5.633461013400532e-05	4.792666e+00	2.569312e+00	2.507763e+00	2.814063e+00
5.633464254348724e-05	4.795960e+00	2.569361e+00	2.507771e+00	2.815720e+00
5.633470736245110e-05	4.800286e+00	2.569444e+00	2.507788e+00	2.818885e+00
5.633483700037880e-05	4.804429e+00	2.569527e+00	2.507824e+00	2.824660e+00
5.633509627623422e-05	4.807128e+00	2.569464e+00	2.507890e+00	2.834287e+00
5.633561482794505e-05	4.809803e+00	2.569110e+00	2.507992e+00	2.847757e+00
5.633644416588214e-05	4.813397e+00	2.568658e+00	2.508101e+00	2.859289e+00
5.633770751920335e-05	4.816580e+00	2.568156e+00	2.508224e+00	2.865841e+00
5.633967446047060e-05	4.817981e+00	2.567429e+00	2.508394e+00	2.867869e+00
5.634263735065064e-05	4.817940e+00	2.566341e+00	2.508637e+00	2.867809e+00
5.634815165956686e-05	4.817664e+00	2.564311e+00	2.509044e+00	2.867272e+00
5.635918027739930e-05	4.816777e+00	2.560308e+00	2.509685e+00	2.865441e+00
5.637951463666514e-05	4.814540e+00	2.553127e+00	2.510319e+00	2.860604e+00
5.639972125047384e-05	4.812177e+00	2.546170e+00	2.510393e+00	2.855271e+00
5.642645552977923e-05	4.809577e+00	2.536910e+00	2.509997e+00	2.848768e+00
5.645588102976940e-05	4.807637e+00	2.526332e+00	2.509317e+00	2.842808e+00
5.650102115200394e-05	4.806151e+00	2.509219e+00	2.508412e+00	2.835895e+00
5.657014670573136e-05	4.805573e+00	2.482327e+00	2.507754e+00	2.829381e+00
5.667014670573136e-05	4.805617e+00	2.444447e+00	2.507685e+00	2.826155e+00
5.677014670573136e-05	4.805726e+00	2.407659e+00	2.507770e+00	2.827551e+00
5.687014670573137e-05	4.805964e+00	2.370730e+00	2.507756e+00	2.830947e+00
5.697014670573137e-05	4.806304e+00	2.333621e+00	2.507746e+00	2.834929e+00
5.707014670573137e-05	4.806656e+00	2.296594e+00	2.507749e+00	2.839078e+00
5.717014670573137e-05	4.807004e+00	2.259590e+00	2.507748e+00	2.843303e+00
5.727014670573138e-05	4.807359e+00	2.222563e+00	2.507743e+00	2.847536e+00
5.737014670573138e-05	4.807709e+00	2.185545e+00	2.507736e+00	2.851763e+00
5.747014670573138e-05	4.808062e+00	2.148525e+00	2.507722e+00	2.855966e+00
5.757014670573138e-05	4.808407e+00	2.111503e+00	2.507696e+00	2.860142e+00
5.767014670573139e-05	4.808753e+00	2.074462e+00	2.507646e+00	2.864268e+00
5.777014670573139e-05	4.809089e+00	2.037397e+00	2.507552e+00	2.868318e+00
5.787014670573139e-05	4.809417e+00	2.000270e+00	2.507379e+00	2.872231e+00
5.797014670573139e-05	4.809722e+00	1.963040e+00	2.507065e+00	2.875915e+00
5.807014670573140e-05	4.809999e+00	1.925625e+00	2.506522e+00	2.879206e+00
5.817014670573140e-05	4.810220e+00	1.887930e+00	2.505638e+00	2.881880e+00
5.827014670573140e-05	4.810371e+00	1.849853e+00	2.504327e+00	2.883661e+00
5.837014670573140e-05	4.810426e+00	1.811407e+00	2.502594e+00	2.884339e+00
5.838264670573140e-05	4.810426e+00	1.806582e+00	2.502350e+00	2.884331e+00
5.841389670573140e-05	4.810421e+00	1.794537e+00	2.501728e+00	2.884254e+00
5.842639670573140e-05	4.810415e+00	1.789726e+00	2.501475e+00	2.884194e+00
5.843030295573141e-05	4.810413e+00	1.788223e+00	2.501395e+00	2.884171e+00
5.843186545573140e-05	4.810413e+00	1.787622e+00	2.501363e+00	2.884162e+00
5.843499045573140e-05	4.810411e+00	1.786420e+00	2.501299e+00	2.884143e+00
5.843508811198141e-05	4.810411e+00	1.786383e+00	2.501297e+00	2.884142e+00
5.843528342448141e-05	4.810410e+00	1.786307e+00	2.501293e+00	2.884141e+00
5.843567404948140e-05	4.807078e+00	1.777566e+00	2.501278e+00	2.884131e+00
5.843576035649047e-05	4.803326e+00	1.768564e+00	2.501269e+00	2.884123e+00
5.843593297050860e-05	4.794941e+00	1.741594e+00	2.501244e+00	2.884100e+00
5.843595544467125e-05	4.793345e+00	1.736681e+00	2.501240e+00	2.884096e+00
5.843600039299656e-05	4.789801e+00	1.726433e+00	2.501230e+00	2.884086e+00
5.843601163007789e-05	4.788784e+00	1.723715e+00	2.501227e+00	2.884084e+00
5.843603410424054e-05	4.787006e+00	1.718457e+00	2.501221e+00	2.884078e+00
5.843603972278120e-05	4.786650e+00	1.717242e+00	2.501219e+00	2.884076e+00
5.843605095986253e-05	4.785982e+00	1.714926e+00	2.501216e+00	2.884073e+00
5.843607343402519e-05	4.784845e+00	1.710942e+00	2.501209e+00	2.884067e+00
5.843611838235049e-05	4.783186e+00	1.705158e+00	2.501195e+00	2.884054e+00
5.843620827900111e-05	4.781748e+00	1.699295e+00	2.501166e+00	2.884029e+00
5.843638807230233e-05	4.783120e+00	1.696628e+00	2.501108e+00	2.883984e+00
5.843674765890479e-05	4.790341e+00	1.696751e+00	2.501008e+00	2.883932e+00
5.843746683210969e-05	4.799284e+00	1.696463e+00	2.500874e+00	2.883922e+00
5.843890517851950e-05	4.802033e+00	1.696244e+00	2.500694e+00	2.883972e+00
5.844168621869476e-05	4.801917e+00	1.695844e+00	2.500347e+00	2.883984e+00
5.844592896045586e-05	4.802056e+00	1.695909e+00	2.499689e+00	2.883933e+00
5.845441444397804e-05	4.802487e+00	1.697412e+00	2.498148e+00	2.883785e+00
5.846564384768488e-05	4.803277e+00	1.702102e+00	2.496261e+00	2.883396e+00
5.848349855879627e-05	4.804804e+00	1.714017e+00	2.494163e+00	2.882255e+00
5.850558652246023e-05	4.806529e+00	1.734352e+00	2.492763e+00	2.880071e+00
5.853702484248547e-05	4.808330e+00	1.764817e+00	2.492106e+00	2.876299e+00
5.856970661941932e-05	4.809178e+00	1.790115e+00	2.492194e+00	2.872574e+00
5.860649309545998e-05	4.809430e+00	1.809147e+00	2.492487e+00	2.869494e+00
5.864596311918301e-05	4.809258e+00	1.824129e+00	2.492706e+00	2.867669e+00
5.868987422534181e-05	4.809107e+00	1.839424e+00	2.492790e+00	2.867051e+00
5.873719046080239e-05	4.808997e+00	1.857111e+00	2.492782e+00	2.867429e+00
5.879376691752516e-05	4.809094e+00	1.879058e+00	2.492751e+00	2.868639e+00
5.887887996332556e-05	4.809280e+00	1.912406e+00	2.492733e+00	2.871204e+00
5.897101305504760e-05	4.809601e+00	1.948000e+00	2.492736e+00	2.874493e+00
5.907101305504760e-05	4.809881e+00	1.986840e+00	2.492739e+00	2.878323e+00
5.917101305504760e-05	4.810244e+00	2.025565e+00	2.492738e+00	2.882251e+00
5.927101305504761e-05	4.810536e+00	2.064433e+00	2.492738e+00	2.886197e+00
5.937101305504761e-05	4.810902e+00	2.103126e+00	2.492738e+00	2.890139e+00
5.947101305504761e-05	4.811193e+00	2.142000e+00	2.492738e+00	2.894069e+00
5.957101305504761e-05	4.811556e+00	2.180697e+00	2.492738e+00	2.897985e+00
5.967101305504761e-05	4.811843e+00	2.219567e+00	2.492738e+00	2.901884e+00
5.977101305504762e-05	4.812205e+00	2.258266e+00	2.492738e+00	2.905768e+00
5.987101305504762e-05	4.812489e+00	2.297134e+00	2.492738e+00	2.909634e+00
5.997101305504762e-05	4.812848e+00	2.335833e+00	2.492738e+00	2.913483e+00
6.007101305504762e-05	4.813129e+00	2.374700e+00	2.492738e+00	2.917315e+00
6.017101305504763e-05	4.813485e+00	2.413400e+00	2.492738e+00	2.921130e+00
6.027101305504763e-05	4.813764e+00	2.452266e+00	2.492738e+00	2.924927e+00
6.037101305504763e-05	4.814117e+00	2.490967e+00	2.492738e+00	2.928708e+00
6.047101305504763e-05	4.814392e+00	2.529831e+00	2.492738e+00	2.932470e+00
6.057101305504764e-05	4.814742e+00	2.568533e+00	2.492738e+00	2.936214e+00
6.067101305504764e-05	4.815015e+00	2.607396e+00	2.492738e+00	2.939940e+00
6.077101305504764e-05	4.815362e+00	2.646098e+00	2.492738e+00	2.943649e+00
